cleaned_type,capacity_MW,address,cleaned_approval_time,company,owner
bioenergy,30.0,전남  장흥군  해당리  장흥 바이오  식품산업단지내,2015-03-01,한라,최병수
wind,9.0,"경남  양산시  상북면  내석리 산237,  산238,  산239",2015-03-01,동국에스앤씨,양승주
wind,20.0,"경 남 산 청 군 금 서 면 특 리 산79-1,산79-2,자혜리산7-1일대",2015-03-01,대우조선해양건설,정재영
solar,16.0,"전남  강진군  도암면  석문리 산  215,  산194-3  일원",2015-03-01,탑인프라영암태양광발전소,양홍석
solar,5.76,경북  김천시  어모면  산업단지로  39번지  공장지붕,2015-03-01,케이씨씨 김천공장,"정몽익,정몽진"
solar,4.0,경북  김천시  어모면  옥계리 산214번지,2015-03-01,태안발전에너지,위대성
solar,7.3,전북  남원시  광치동  산51-1외  9필지  일원,2015-03-01,우리에너지,양만진
nuclear,2800.0,경북  울진군  북면  울진북로 2040,2015-03-01,한국수력원자 력,조  석 
bioenergy,32.36,전북  전주시  덕진구  팔복로 59,2015-03-01,전주파워,정의섭
coal,8.0,울산시  남구  장생포로  285번길,2015-03-01,삼양사,문성환
bioenergy,9.9,"충남  청양군  정산면  역촌리 701-1,  703-1,  705-3번지",2015-03-01,수목에코,김길훈
others,30.8,부산광역시  해운대구  해운대로  896,2015-03-01,부 산 그 린 에 너지,주환오
bioenergy,9.5,전남  무안군  청계면  영산로 1958-98,2015-03-01,한라오엠에스,신헌식
bioenergy,9.9,경남  함안군  대산면  부목리 169,2015-03-01,강 산 자 원 에 너지,고재학
